Time,GPU Util (%),Memory Used (MB),Temp (C)
18:28:36.067,0,722,32
18:28:36.168,0,722,32
18:28:36.269,1,722,32
18:28:36.370,1,722,32
18:28:36.470,1,722,32
18:28:36.574,1,722,33
18:28:36.675,0,722,33
18:28:36.776,5,732,33
18:28:36.877,5,732,33
18:28:36.978,3,732,33
18:28:37.081,1,732,32
18:28:37.182,1,732,32
18:28:37.283,3,732,32
18:28:37.384,3,733,32
18:28:37.484,3,732,32
18:28:37.588,2,732,33
18:28:37.688,2,732,33
18:28:37.789,2,731,33
18:28:37.890,2,731,33
18:28:37.992,2,729,33
18:28:38.094,8,743,32
18:28:38.195,8,741,32
18:28:38.296,97,741,32
18:28:38.397,97,741,32
18:28:38.498,99,741,32
18:28:38.601,99,741,34
18:28:38.702,99,741,34
18:28:38.802,97,741,34
18:28:38.903,97,741,34
18:28:39.004,99,741,34
18:28:39.107,99,741,35
18:28:39.208,99,741,35
18:28:39.309,99,741,35
18:28:39.410,99,741,35
18:28:39.511,99,741,35
18:28:39.614,100,741,35
18:28:39.715,100,741,35
18:28:39.816,100,741,35
18:28:39.918,100,741,35
18:28:40.019,100,742,35
18:28:40.122,100,742,36
18:28:40.223,100,742,36
18:28:40.324,100,742,36
18:28:40.424,100,742,36
18:28:40.525,100,742,36
18:28:40.628,100,742,36
18:28:40.729,100,742,36
18:28:40.830,100,742,36
18:28:40.931,100,743,36
18:28:41.032,100,756,36
18:28:41.135,89,756,36
18:28:41.236,89,756,36
18:28:41.337,67,756,36
18:28:41.438,91,756,36
18:28:41.538,91,756,36
18:28:41.641,99,756,36
18:28:41.742,99,756,36
18:28:41.843,100,756,36
18:28:41.944,99,756,36
18:28:42.050,99,756,36
18:28:42.153,99,756,36
18:28:42.254,99,757,36
18:28:42.355,100,757,36
18:28:42.456,100,757,36
18:28:42.557,100,757,36
18:28:42.660,99,757,36
18:28:42.761,99,757,36
18:28:42.862,99,757,36
18:28:42.963,99,757,36
18:28:43.064,99,757,36
18:28:43.168,99,757,37
