Time,GPU Util (%),Memory Used (MB),Temp (C)
20:47:49.934,10,422,31
20:47:50.934,11,427,31
20:47:51.935,5,425,31
20:47:52.935,0,425,31
20:47:53.936,0,425,31
20:47:54.936,81,431,32
20:47:55.937,100,431,36
20:47:56.937,100,431,37
20:47:57.938,100,436,38
20:47:58.938,100,436,38
20:47:59.938,100,440,38
20:48:00.939,100,440,38
20:48:01.939,86,445,38
20:48:02.939,100,445,39
20:48:03.940,100,445,39
20:48:04.940,100,449,39
20:48:05.940,100,449,40
20:48:06.941,100,451,40
20:48:07.941,100,451,40
20:48:08.941,100,457,40
20:48:09.942,100,457,41
20:48:10.942,100,462,40
20:48:11.942,100,462,41
20:48:12.943,100,462,41
20:48:13.943,100,466,41
20:48:14.944,100,466,42
20:48:15.944,100,470,42
20:48:16.944,100,470,42
20:48:17.945,0,468,39
20:48:18.945,0,468,39
20:48:19.946,0,466,38
20:48:20.946,0,465,38
20:48:21.947,0,465,38
20:48:22.947,3,468,38
