Time,GPU Util (%),Memory Used (MB),Temp (C)
12:27:50.487,1,564,33
12:27:50.588,1,564,33
12:27:50.689,1,564,33
12:27:50.790,1,564,33
12:27:50.891,1,564,33
12:27:50.996,1,564,33
12:27:51.097,1,562,33
12:27:51.199,1,562,33
12:27:51.299,1,562,33
12:27:51.401,1,562,33
12:27:51.505,1,562,33
12:27:51.608,1,562,33
12:27:51.709,1,562,33
12:27:51.810,1,562,33
12:27:51.912,8,561,33
12:27:52.024,8,564,33
12:27:52.125,8,564,33
12:27:52.227,8,564,33
12:27:52.327,8,564,33
12:27:52.428,8,564,33
12:27:52.532,8,564,33
12:27:52.634,8,564,33
12:27:52.735,8,564,33
12:27:52.837,5,564,33
12:27:52.938,5,563,33
12:27:53.044,5,563,34
12:27:53.145,5,563,34
12:27:53.246,5,563,34
12:27:53.347,5,567,34
12:27:53.449,5,567,34
12:27:53.553,5,567,34
12:27:53.654,5,567,34
12:27:53.755,5,567,34
12:27:53.856,37,567,34
12:27:53.957,37,567,34
12:27:54.061,37,567,36
12:27:54.162,37,567,36
12:27:54.263,37,567,36
12:27:54.366,37,567,36
12:27:54.466,37,567,36
12:27:54.570,37,567,37
12:27:54.672,37,567,37
12:27:54.773,37,567,37
12:27:54.874,100,567,37
12:27:54.975,100,568,37
12:27:55.078,100,568,37
12:27:55.179,100,568,37
12:27:55.281,100,568,37
12:27:55.382,100,568,37
12:27:55.483,100,568,37
12:27:55.586,100,572,37
12:27:55.687,100,572,37
12:27:55.788,100,572,37
12:27:55.889,81,572,37
12:27:55.990,81,572,37
12:27:56.093,81,572,38
12:27:56.195,81,572,38
12:27:56.296,81,572,38
12:27:56.397,81,572,38
12:27:56.498,81,572,38
12:27:56.606,81,572,38
12:27:56.708,81,576,38
12:27:56.809,81,576,38
12:27:56.910,100,576,38
12:27:57.011,100,576,38
12:27:57.115,100,575,37
12:27:57.216,100,574,37
12:27:57.317,100,574,37
12:27:57.418,100,574,37
12:27:57.519,100,574,37
12:27:57.623,100,574,38
12:27:57.724,100,574,38
12:27:57.825,100,574,38
12:27:57.926,91,574,38
12:27:58.027,91,574,38
12:27:58.131,91,574,38
12:27:58.233,91,574,38
12:27:58.334,91,574,38
12:27:58.435,91,574,38
12:27:58.536,91,574,38
12:27:58.639,91,574,39
12:27:58.741,91,578,39
12:27:58.842,91,578,39
12:27:58.943,66,578,39
12:27:59.044,66,578,39
12:27:59.147,66,578,38
12:27:59.249,66,578,38
12:27:59.350,66,578,38
12:27:59.451,66,578,38
12:27:59.552,66,578,38
12:27:59.657,66,578,38
12:27:59.758,66,578,38
12:27:59.859,66,582,38
12:27:59.960,98,582,38
12:28:00.061,98,582,38
12:28:00.165,98,582,39
12:28:00.266,98,582,39
12:28:00.367,98,582,39
12:28:00.469,98,582,39
12:28:00.570,98,582,39
12:28:00.674,98,581,38
12:28:00.775,98,581,38
12:28:00.876,66,581,38
12:28:00.977,66,581,38
