Time,GPU Util (%),Memory Used (MB),Temp (C)
17:15:55.798,1,367,42
17:15:55.899,1,367,42
17:15:55.999,2,374,42
17:15:56.100,0,374,42
17:15:56.200,0,374,42
17:15:56.301,0,374,42
17:15:56.401,0,374,42
17:15:56.502,1,375,42
17:15:56.602,0,375,42
17:15:56.703,0,375,42
17:15:56.803,0,375,42
17:15:56.904,0,375,42
17:15:57.004,0,375,42
17:15:57.104,0,375,42
17:15:57.205,0,375,42
17:15:57.306,7,375,42
17:15:57.406,7,375,42
17:15:57.506,2,377,42
17:15:57.607,67,377,42
17:15:57.707,67,377,43
17:15:57.808,100,377,44
17:15:57.908,100,377,45
17:15:58.009,100,377,45
17:15:58.109,100,377,46
17:15:58.209,100,377,46
17:15:58.310,100,377,46
17:15:58.410,100,378,46
17:15:58.510,88,378,46
17:15:58.611,100,378,46
17:15:58.712,100,378,46
17:15:58.812,100,378,46
17:15:58.912,100,378,46
17:15:59.012,100,378,46
17:15:59.113,100,378,46
17:15:59.213,100,378,47
17:15:59.313,95,378,46
17:15:59.414,95,378,46
17:15:59.514,98,378,47
17:15:59.614,100,378,46
17:15:59.715,100,378,47
17:15:59.815,100,378,47
17:15:59.915,100,378,47
17:16:00.016,100,378,47
17:16:00.116,100,378,47
17:16:00.216,100,379,46
17:16:00.317,90,379,47
17:16:00.417,90,379,47
17:16:00.517,100,379,47
17:16:00.617,100,379,47
17:16:00.718,100,379,48
17:16:00.818,100,379,47
17:16:00.918,100,379,47
17:16:01.019,100,379,46
17:16:01.119,94,379,47
17:16:01.219,94,379,47
17:16:01.320,100,379,47
17:16:01.420,100,379,47
17:16:01.520,100,379,47
17:16:01.621,100,379,47
17:16:01.721,100,379,47
17:16:01.821,100,379,47
17:16:01.922,100,380,46
17:16:02.022,94,380,47
17:16:02.124,100,380,47
17:16:02.225,100,380,47
17:16:02.325,100,380,47
17:16:02.426,100,380,47
17:16:02.526,99,380,47
17:16:02.626,100,380,47
17:16:02.726,100,380,47
17:16:02.827,89,383,47
17:16:02.927,89,383,47
17:16:03.027,100,383,48
17:16:03.128,100,383,47
17:16:03.228,100,383,47
17:16:03.328,100,383,48
17:16:03.429,100,383,47
17:16:03.529,99,383,47
17:16:03.629,100,383,47
17:16:03.730,100,387,47
17:16:03.830,90,387,47
17:16:03.931,90,387,47
17:16:04.031,100,387,48
17:16:04.131,100,387,48
17:16:04.231,100,387,48
17:16:04.332,100,387,48
17:16:04.432,100,387,47
17:16:04.532,100,394,47
17:16:04.633,90,394,48
17:16:04.733,90,394,48
17:16:04.833,100,394,48
17:16:04.934,100,394,48
17:16:05.034,100,394,48
17:16:05.134,100,394,48
17:16:05.234,100,394,48
17:16:05.335,100,394,47
17:16:05.435,100,398,47
17:16:05.535,89,398,48
17:16:05.636,100,398,48
17:16:05.736,100,398,48
17:16:05.836,100,398,48
17:16:05.937,100,398,48
17:16:06.037,100,398,48
17:16:06.137,100,398,48
17:16:06.238,100,398,48
17:16:06.338,83,396,46
17:16:06.438,83,396,46
17:16:06.539,1,396,45
17:16:06.639,0,396,45
17:16:06.740,0,396,45
17:16:06.840,0,396,45
17:16:06.941,0,396,45
17:16:07.041,0,396,45
17:16:07.142,0,396,45
17:16:07.242,0,396,45
17:16:07.343,0,396,45
17:16:07.443,0,396,45
17:16:07.544,0,396,45
17:16:07.644,0,396,45
17:16:07.745,0,396,45
17:16:07.845,0,396,45
17:16:07.946,0,399,45
17:16:08.046,1,398,45
17:16:08.147,3,399,45
17:16:08.247,3,398,45
17:16:08.348,3,397,45
17:16:08.448,3,397,45
17:16:08.549,1,397,45
17:16:08.649,0,397,45
17:16:08.750,0,397,45
17:16:08.850,0,396,45
17:16:08.951,0,396,45
17:16:09.051,0,396,45
17:16:09.151,0,396,45
17:16:09.252,0,396,45
17:16:09.352,0,396,45
17:16:09.453,0,396,45
17:16:09.553,0,396,45
17:16:09.654,0,396,45
